Locality,Latitude,Longitude,Signal Strength (dBm),Latency (ms),Network Type
Bankipore,25.577432197395385,85.16348490764096,-88.57493338538374,148.06923467116195,LTE
Kumhrar,25.503090974808035,85.01925068341217,-88.83984863790678,181.9499220902821,3G
Exhibition Road,25.705896782631147,85.02720098742074,-85.5737339170069,159.7523742911394,LTE
Kidwaipuri,25.76073352939888,85.1971040947008,-94.70619778348048,36.23093507107756,5G
Anandpuri,25.54236531763082,85.27242349853599,-87.81313915971003,26.671127187593587,5G
Gandhi Maidan,25.70828822192217,85.04699087619,-94.88011014729818,187.2289820912536,LTE
Gardanibagh,25.44327022771945,85.08979162492766,-94.9133233002066,36.11149517672597,5G
Anisabad,25.589272605345645,85.25080616760853,-84.21039031080375,136.13046039057772,3G
Kumhrar,25.42335453210073,85.16852567987918,-81.72266448274027,151.29587122397987,3G
Fraser Road,25.564030285335715,85.17670742933748,-88.75476392451804,195.90921017744964,LTE
Patliputra Colony,25.71924471447176,85.18199625566771,-89.03244880772857,135.04125386305623,LTE
S.K. Puri,25.57948924618692,85.0080533032158,-82.89370246203494,178.60273412203736,3G
Exhibition Road,25.6730310444465,85.03899392814645,-88.8272322657989,12.997541092875938,5G
Boring Canal Road,25.4560561497832,85.05819764384023,-82.4863292935244,142.97578402261826,3G
Anisabad,25.736766136055707,85.1447554213891,-86.30085374051532,109.77260812697185,3G
Fraser Road,25.52770627385554,85.17097415445737,-98.62792149024656,23.922814834445603,5G
Ashok Rajpath,25.693942555087794,85.04026044505046,-81.10553625569042,186.56478875097008,3G
Bailey Road,25.63819093479532,85.24533435688465,-79.28879432740096,189.39876737572476,3G
Boring Canal Road,25.565703214151124,85.29967505463428,-90.60276048636231,30.60468107518213,5G
Kumhrar,25.66693098699931,85.0313395290778,-90.56404679202728,81.94585468850914,4G
Pataliputra,25.678338266215142,85.1550070602603,-84.88336675429039,161.3122340720954,3G
Boring Canal Road,25.550963305803453,85.20011346145284,-88.22582956272325,57.820397615014194,4G
Kankarbagh,25.59229145228845,85.17351825822975,-87.39956785823087,163.24443843641976,3G
Boring Canal Road,25.56297600585231,85.02506775838854,-92.47290870060225,151.61939692086895,LTE
Danapur,25.47059211503653,85.07794209752784,-94.84143795029824,50.33131508563902,4G
Fraser Road,25.588614315499136,85.28913681318122,-88.93313823025872,70.64398018176126,4G
Anandpuri,25.579329137842794,85.22325444973687,-87.94086266970494,61.30521777959413,4G
Kidwaipuri,25.474195307530877,85.12542339262815,-89.52465238752737,163.98465735726904,LTE
Phulwari Sharif,25.73274786340238,85.10082937377727,-82.82603873306542,143.01232873510702,3G
Bailey Road,25.58731370429005,85.22379434819118,-84.51152175656529,108.5867053093042,3G
Bankipore,25.688396914688063,85.06403907043718,-88.92211650581052,63.361470331781234,4G
Anisabad,25.71795679934793,85.26148627825026,-90.004993069439,197.6372164885094,LTE
Kidwaipuri,25.54861531211955,85.30155413055367,-87.15541120518544,175.24687182929847,LTE
Anandpuri,25.61859722615194,85.31300193157965,-92.23181225732375,97.57498088968856,4G
Exhibition Road,25.614296524734897,85.30397217898253,-78.27642509411329,110.80154750134832,3G
S.K. Puri,25.458738844908844,85.15621622022222,-91.35327108046693,194.09838465155127,3G
Bailey Road,25.742645105036736,85.19728973710394,-93.238492470501,109.0969848426856,LTE
S.K. Puri,25.46493348648305,85.11149594822378,-92.44852069022188,56.96970301916063,4G
Fraser Road,25.629660639543623,85.30435565412894,-89.72578868212634,172.26826894994838,3G
Exhibition Road,25.454778912501645,85.18862217329257,-88.19555164942872,91.53897663934596,4G
Phulwari Sharif,25.63565836642161,85.24560009896882,-88.51931115644352,158.43461037135688,3G
Boring Road,25.506909011710057,85.27782348471699,-90.47562058894356,138.70907519265097,3G
Boring Road,25.68430110141287,85.240581367452,-80.35485594313246,138.16428267467526,3G
Bailey Road,25.46468377951754,85.05511576444887,-86.16721274763455,173.215516494492,LTE
Bailey Road,25.489867166415223,85.19703904293179,-91.72644025602814,120.08053520227492,LTE
Patliputra Colony,25.736233654817823,85.10976309770517,-90.34126914843807,163.45964899257706,LTE
Kumhrar,25.65763158658112,85.06007020802397,-85.99681574866935,164.2348085695755,3G
Patliputra Colony,25.67471278493312,85.14481509532779,-81.79568500535996,143.46142504114113,3G
Bankipore,25.59104551565054,85.25080969990978,-77.52335292025366,137.66061611467097,LTE
Pataliputra,25.699313533543357,85.1906537447457,-85.10816601281084,68.04272337619972,4G
Fraser Road,25.484685109545502,85.02470657943502,-98.51253654693429,173.53817214694178,LTE
S.K. Puri,25.523826432743228,85.27277078134763,-95.44905885142164,22.030182504390385,5G
Gardanibagh,25.549588532060973,84.96724853055059,-90.90295706679294,90.41386304057062,4G
Ashok Rajpath,25.71878657487622,85.24043349545536,-83.4916552482456,154.19237410370698,3G
Fraser Road,25.49314118577003,85.20709103479909,-85.23014827837554,174.48074820356544,3G
Gandhi Maidan,25.6161269722018,84.9940147047981,-89.02649691451658,107.58719364066496,LTE
Bankipore,25.72862776671247,85.11516833097804,-97.96103434901951,47.84024383292201,5G
Gandhi Maidan,25.53749120213018,85.17831341952319,-87.95256283563275,62.4858933946757,4G
Patliputra Colony,25.584733102131707,85.13983671707874,-84.27666647919342,188.75886963656652,3G
Patliputra Colony,25.510702253524865,85.17045574753801,-86.0187830901029,156.2489620122456,3G
Danapur,25.571576411079597,85.2065504197557,-89.88083515016633,18.13305370826773,5G
Boring Canal Road,25.473570096258097,85.08596578691206,-87.8114332997581,189.83552751676652,LTE
Gardanibagh,25.59288243570141,85.26997966941542,-97.00427101890946,36.16359730157536,5G
Gardanibagh,25.75324770507797,85.12970850258661,-87.85127336449702,94.38432798299944,4G
Patliputra Colony,25.60029748051721,85.10312092747446,-86.49509539837995,56.11021329421547,4G
Bailey Road,25.618480416877663,85.14486284744115,-86.05564821180597,93.47285119271022,4G
Pataliputra,25.529025389739232,85.13725500681115,-93.98152669704965,18.79773749331943,5G
Pataliputra,25.66817036620216,85.25790077285428,-90.31634087987014,61.98612027549291,4G
Kidwaipuri,25.44249722652693,85.1059463602237,-84.29575489541722,106.4707853956168,3G
Anisabad,25.47606040412477,85.23249962181428,-93.86509082060314,155.29617408569518,LTE
Gandhi Maidan,25.599872399297148,85.30627490159183,-89.92208816304829,81.35604137675281,4G
Bailey Road,25.671201478027516,84.97610592333811,-87.8040619182703,92.47350300761812,4G
Anisabad,25.60361352754817,85.02764455407782,-91.41497873201467,111.68942981483544,LTE
Gardanibagh,25.44177222090176,85.19060908505006,-85.00354020583431,148.65547182915202,LTE
Gardanibagh,25.520326169374417,85.14813749760702,-89.54007421486168,75.15611352996412,4G
Bankipore,25.45939871391755,85.17566598940738,-93.99118473566824,138.87270706590124,LTE
Fraser Road,25.41788342502572,85.11121879069313,-86.05909166007815,156.10351036901585,3G
Boring Canal Road,25.605546249273843,85.12493525302666,-86.64529857158163,129.39747174169102,LTE
Anisabad,25.534821423313613,85.16149547853897,-99.13829346105184,11.046810880915936,5G
Kidwaipuri,25.714647879686453,85.04954232702806,-87.81737431753902,75.79477864461609,4G
Kankarbagh,25.449565040606146,85.18093401855266,-89.6290619688083,191.94258022908355,LTE
Anisabad,25.54457996750465,85.25626738222637,-96.34866591853338,36.73095521747811,5G
Kumhrar,25.562234165609173,85.07778921870847,-87.50233543409189,177.1462182742352,3G
Gandhi Maidan,25.528907035495383,85.29285234535519,-90.36971340887884,51.30353287316338,4G
Ashok Rajpath,25.5585808908324,85.13875606609703,-86.34237431740026,124.19588154243291,LTE
Fraser Road,25.659946494492463,85.2212466704245,-89.4555594479675,115.17509183150946,LTE
Kidwaipuri,25.4771395522729,85.08066588847724,-92.60102642856,28.47081465585116,5G
Gardanibagh,25.634503004758205,85.17015225970746,-87.1853221245758,133.60397364681384,3G
Phulwari Sharif,25.48334487105951,85.08040359868478,-91.4313374596432,168.69956181584627,LTE
Phulwari Sharif,25.588392028872093,85.27730648748296,-82.81396185888474,37.47143550271491,5G
Phulwari Sharif,25.61979565854146,85.0676536901656,-90.84583008346658,70.01576776181201,4G
Fraser Road,25.567784293385323,85.02102864128537,-81.03330507213506,162.92182287686995,3G
Kankarbagh,25.53008911734435,85.08873991180522,-93.91520193607458,59.16541050838955,4G
Anandpuri,25.69587170690787,85.15094951647181,-88.05999483390708,53.89282598043848,4G
Bailey Road,25.6578236597553,85.15729913908916,-100.08268608514504,19.24551384376557,5G
Ashok Rajpath,25.56593100890029,85.16771583662428,-93.5375869765893,44.50448834932268,5G
Anisabad,25.669029903317963,85.02397905090112,-91.21305161365366,20.33095523809457,5G
Gardanibagh,25.686841703798198,85.12684117930368,-94.75278285767892,43.87696913090909,5G
Rajendra Nagar,25.579104968525577,85.26280657063182,-96.6473090234892,75.72268792118955,4G
Danapur,25.443077688849066,85.20973943201847,-95.17385957544631,21.41835915061244,5G
Gardanibagh,25.623519179996887,85.14013647618289,-81.90687520841045,190.9598094965398,LTE
Gardanibagh,25.717133137995308,85.16309580376439,-94.84867459371414,54.318738103490105,4G
Kumhrar,25.423031608151824,85.08265043892756,-86.61882737137428,130.51477676682754,3G
Danapur,25.508779238799264,85.1030920982084,-90.59354028702332,97.32198058948596,4G
Gardanibagh,25.48094828878742,85.11952447839764,-89.35366341808931,39.456187973751575,5G
Kankarbagh,25.58269342995616,85.30253822262468,-86.769541257534,114.52299731013304,3G
Kankarbagh,25.710682308695255,85.0679217453434,-91.12117307358638,25.48221650408346,5G
Kidwaipuri,25.515543985865456,85.06676656896641,-77.63578676144988,101.48419156034424,3G
S.K. Puri,25.6488866470262,85.19146866933897,-88.97419306465433,197.25759707060485,LTE
Boring Canal Road,25.51284880364837,85.23127871504218,-88.86986262732944,176.6133943285792,LTE
Fraser Road,25.59099612314947,85.29841555343756,-83.23614675347774,143.1275620448796,3G
Bankipore,25.42883261886212,85.1738992712381,-92.73861256257013,34.397124857748025,5G
Kankarbagh,25.617280171678264,85.05302063354813,-83.47308109027865,148.49279641155894,3G
Patliputra Colony,25.457290773910078,85.16151059242301,-91.29853141744351,90.31776403967947,4G
Anandpuri,25.42260891345297,85.10255351346393,-89.21622992413474,102.24073338477326,LTE
Patliputra Colony,25.66758762677113,85.04727816879084,-90.26175628993728,95.21700562125876,4G
Gandhi Maidan,25.574800724894704,84.98488419240424,-82.16421520472434,146.0187228099354,3G
Fraser Road,25.519252385519867,85.0523853615069,-84.92089751878632,160.0105583572123,3G
Kumhrar,25.511048444364796,85.03639620172024,-86.8551791777349,165.78807039210795,LTE
Anisabad,25.53698435535146,85.04567241440594,-93.39073947098504,63.00981762478235,4G
Bailey Road,25.61183696407321,85.23079356917037,-94.92699866229268,17.711195298247617,5G
Exhibition Road,25.4403278179166,85.11146133746142,-80.21057518395311,139.20920867272326,3G
Bailey Road,25.506636396424792,85.29022357367215,-87.72089764500711,139.41137038718543,3G
S.K. Puri,25.75057662222566,85.13946204369817,-99.72635849584788,20.617624214284817,5G
Patliputra Colony,25.596659656644796,85.11611029009643,-91.14097073910796,85.57553008446428,4G
Phulwari Sharif,25.6282030094318,85.0966412895185,-76.04085185177875,189.03778598215223,3G
Gandhi Maidan,25.544065652433808,84.99586799293002,-88.43390473787946,198.98055047968305,LTE
Rajendra Nagar,25.6754945037262,85.1634521264874,-89.54161195764087,65.81374074612668,4G
Kumhrar,25.73433347550886,85.15323507220857,-90.2560778144418,83.69151558321721,4G
Kidwaipuri,25.715438209309404,85.01292790130194,-91.96260684256694,132.44050973687376,LTE
S.K. Puri,25.599574701596016,84.97533121716077,-94.62874136472004,69.1379525969583,4G
Kumhrar,25.71054063696483,85.09809746835157,-88.71897134045409,109.31238676836496,3G
Fraser Road,25.55500819484,85.24938990399747,-86.47986697228025,181.3785271433728,3G
Kankarbagh,25.662535756925287,85.23496641109642,-89.23643244784476,159.94475376376897,LTE
Phulwari Sharif,25.57046484341044,85.0532204353149,-96.72579852051835,27.343602853374165,5G
Rajendra Nagar,25.66533953800545,85.12284611821163,-89.26141908509437,148.258530561695,LTE
Patliputra Colony,25.714434159377063,85.23946779682343,-89.13850489706597,122.3762968706754,LTE
Fraser Road,25.493242337950047,85.03405756779736,-90.40194513320338,54.46790022052964,4G
Phulwari Sharif,25.65591214797212,85.24292798625007,-94.83377636358038,108.68757900318508,LTE
Kidwaipuri,25.44758144798765,85.13507413493693,-84.59014537604887,46.680493269635406,5G
Boring Road,25.664853254707715,85.29214453760397,-85.06777213074962,179.5128716962491,3G
Kidwaipuri,25.707393534997813,85.07531335405208,-87.10866739342127,180.4334071381545,3G
Boring Canal Road,25.559870819910465,85.0602472452929,-92.89761739224694,113.65276233981382,LTE
Patliputra Colony,25.450017051524284,85.03697129680411,-90.53184335628148,150.48892806792077,LTE
Boring Canal Road,25.571181265859963,84.99397202101278,-97.43591794873696,16.804259055506204,5G
Kidwaipuri,25.67669285768015,85.02106759910095,-80.93973359432378,191.13143725266627,3G
Anandpuri,25.714410501575184,85.0579699106064,-96.8033425083496,150.35484729762578,LTE
Boring Road,25.48153787475905,85.04014310897125,-86.56929295748152,100.6074434400114,LTE
S.K. Puri,25.563725667971514,85.22057194720094,-87.01000658336484,103.03072321709573,LTE
Gandhi Maidan,25.597660779939428,85.31288250569114,-90.6036851219678,139.46946578656278,LTE
Gandhi Maidan,25.594506586306757,84.97674674590033,-89.901157335013,16.41736790461686,5G
Phulwari Sharif,25.596663181059974,85.27374576493305,-90.59417759820695,62.95077542448042,4G
Anandpuri,25.614068542043757,85.0161949073063,-91.89294109444845,81.75955368906722,4G
Gandhi Maidan,25.655931385702843,85.28320843508928,-89.25406719270751,41.275056499173495,5G
Bankipore,25.65794911446177,85.07066546773898,-89.87055780659455,43.2451383098101,5G
Gandhi Maidan,25.64288654112051,85.24608930465756,-88.33983743360331,27.494320845490886,5G
Boring Road,25.68169424792996,85.00986899931067,-84.87615401369301,148.41745580729162,LTE
Gardanibagh,25.56005045847868,85.01082103991111,-88.75171462512581,98.53505324421508,4G
Bankipore,25.7651878559138,85.14623100767184,-89.65997280376627,104.75750815555604,LTE
Pataliputra,25.50454841172664,85.11105794063663,-92.39975214501013,40.60340167707376,5G
Kumhrar,25.57434691956277,85.13324278698883,-87.23691179767799,103.11414852858944,LTE
Kumhrar,25.674021547515125,85.00546060943039,-94.19166150930154,38.18825754123203,5G
Anandpuri,25.61378030529548,85.04062245876885,-102.74541124145712,42.95199653838723,5G
Rajendra Nagar,25.735718671271428,85.23201789517614,-97.08447363040892,14.7961673371984,5G
Boring Canal Road,25.544264077247504,85.12866818260875,-84.48846727875332,168.9419314585364,LTE
Bankipore,25.490057433344468,85.19650480372381,-86.53454375919395,20.17727045299812,5G
Kumhrar,25.5348971660689,85.29779651401039,-92.50646976763356,103.39256243204154,LTE
Gardanibagh,25.416231826540244,85.14433181068094,-99.70402427157072,165.27290901259676,LTE
Exhibition Road,25.695468303192357,85.10996205296954,-98.85447571247369,34.17306449187593,5G
Bailey Road,25.73255312278152,85.12515126002113,-88.55567383796232,56.28040700650207,4G
Danapur,25.7179494822782,85.0215275892823,-84.93723890582473,189.58630379740845,3G
Kankarbagh,25.68547002823237,85.259174846842,-92.06150798312665,47.46146230664174,5G
Kumhrar,25.696984199930075,85.03891557778717,-97.07862492278171,22.461803531081586,5G
Kidwaipuri,25.663232487410507,85.0526389971303,-94.88584580301242,20.64160877318745,5G
Fraser Road,25.45640216169748,85.19423409640362,-96.14542142112614,41.90709193404573,5G
Rajendra Nagar,25.63297450509749,85.2968086148384,-97.73479552125306,63.566989728346016,4G
Boring Road,25.46370816101855,85.11966402790722,-85.92255347552941,24.89814506918241,5G
Bankipore,25.60381193381628,85.27768281972348,-86.65120883291539,158.35833214989566,LTE
Fraser Road,25.514495682315854,85.11254156598095,-85.98807538804084,14.65689199461194,5G
Anisabad,25.69879018025108,85.20831411258177,-85.55787375165043,189.7907953183188,3G
Rajendra Nagar,25.64788022022113,84.99993472103809,-90.0666276549148,57.84602995000377,4G
Kankarbagh,25.7241947564233,85.10482965340111,-91.45812733682074,75.24015913945126,4G
Ashok Rajpath,25.545963148175534,84.97032803018836,-88.18423797058958,185.8197249674355,LTE
Bailey Road,25.461760488227007,85.06353370555101,-97.1251588144806,49.17874997105277,5G
Anandpuri,25.469929884024182,85.26222985425817,-89.73475208127071,25.592282090352224,5G
Ashok Rajpath,25.50163983453277,85.19185009412479,-84.96893331341691,181.03658672441125,3G
Gardanibagh,25.717239153708192,85.14565076349487,-94.18537973902488,120.96787779950787,LTE
Boring Road,25.632557826532302,85.28382755414201,-90.79619713043382,50.48939443531027,4G
Boring Road,25.631622412580697,85.25130519389162,-91.95197712691682,88.8954053388421,4G
Kankarbagh,25.6284900641557,85.0492367306028,-92.73291729115844,177.33571453121044,LTE
S.K. Puri,25.531515289117262,85.0465733461225,-90.80727097456524,134.60388721782166,3G
Ashok Rajpath,25.674172976271755,85.14899175716543,-85.78017226886674,136.98205490959344,3G
S.K. Puri,25.521641464922933,84.97718642664853,-82.82382485277546,186.9121680636886,3G
Bankipore,25.64251750849294,85.24689413773123,-92.79430482690802,199.99108068397217,LTE
Gardanibagh,25.48455914351051,85.05245614475788,-90.47563642888704,87.02800892072409,4G
Danapur,25.771724332047704,85.1235285451139,-92.3069300559003,30.972426020826838,5G
Kankarbagh,25.675558001476016,85.07090197543197,-92.09763272718013,137.23207145562515,LTE
Bankipore,25.67955845843644,85.02538924000653,-98.01346630265787,19.884906176851125,5G
Phulwari Sharif,25.565412570769848,85.01148203790424,-80.74995747765983,60.52121051285574,4G
Boring Canal Road,25.47653845037631,85.15325600945138,-88.01517762072831,143.45827646680394,LTE
Exhibition Road,25.526173474007184,85.09044614517832,-82.32519806845353,22.76647102880682,5G
Bailey Road,25.55351025117056,85.23977950680447,-102.846831209317,26.154859320239957,5G
Exhibition Road,25.56306568270386,85.17847637225661,-81.08811414184784,199.78034217941783,LTE
Phulwari Sharif,25.573074191396763,85.15441259392561,-98.37690126929716,71.27111295631923,4G
Fraser Road,25.511885062622767,85.13848667410407,-88.99608121184104,54.70587778053188,4G
Anisabad,25.626590709839547,85.28251851217513,-87.35652529406094,89.17903526035963,4G
Exhibition Road,25.49398472065557,85.04778236217308,-91.10426767632244,22.321231942725248,5G
Patliputra Colony,25.55533107036405,85.29058774136521,-89.75443889507639,181.5140783478343,LTE
Kankarbagh,25.50998084066933,85.1672939940484,-89.49647482474944,61.81057032609452,4G
Kidwaipuri,25.44121233529033,85.20737238876113,-83.72094778072962,135.22620597164396,3G
Exhibition Road,25.4413278468942,85.10470534924531,-88.96893115881743,175.3364318445999,3G
Gardanibagh,25.58775557596368,85.29186195405299,-87.89990904037124,137.1996014132749,3G
Kankarbagh,25.583511035715325,85.29585314396417,-81.63497104205689,182.1031947096431,3G
Bankipore,25.69713169118885,85.05561151727481,-79.27820672698006,189.18834905152931,3G
Boring Canal Road,25.502653668378617,85.08110436555539,-87.49857197821429,56.06797685581111,4G
Kankarbagh,25.514417036971366,84.97660944309823,-78.60352891276206,147.64584432247946,LTE
Boring Road,25.68612211160704,85.15780153559523,-95.39017461985055,10.25222253450259,5G
Fraser Road,25.660699392059687,85.02511687018483,-98.27235218053733,17.907268319350493,5G
Anandpuri,25.556539833872623,85.05701556439094,-84.10228680012112,27.44977793457269,5G
Gandhi Maidan,25.67056624181152,85.20262376506506,-85.53240167913027,11.025584603415004,5G
Bankipore,25.66006545943254,85.04059865085488,-91.85200817114568,67.30272531493702,4G
Kidwaipuri,25.57874891557535,85.2613303650541,-94.09727716811634,19.21291553237605,5G
Danapur,25.51828249755117,85.1399082024708,-94.70361949917238,138.73310947177464,LTE
Gandhi Maidan,25.60439118441498,85.17638557844913,-82.67787824112008,108.61942182141608,3G
Bankipore,25.50303640589668,85.27719577623606,-84.53332961002579,129.1486552243987,LTE
Anisabad,25.681166060890316,85.20863302932808,-89.91797800085648,85.69842119778707,4G
Danapur,25.433520867241693,85.1294331012064,-89.2837799375858,56.0436658895142,4G
Bankipore,25.53482970944936,85.30086760145822,-93.84196050414268,130.36717152921065,LTE
Rajendra Nagar,25.71795316561452,85.06570450930927,-86.05380020489166,179.5677716703221,LTE
Exhibition Road,25.595380070942703,85.2677909582421,-95.02338073998092,56.87053671080167,4G
Gandhi Maidan,25.598191356637216,85.06220856768815,-95.19579304214156,85.61624469631283,4G
Gandhi Maidan,25.60666419998961,85.16208465352861,-91.13809092963322,66.22605647967492,4G
Anisabad,25.674026951992165,85.04705652812295,-85.55666050660122,71.72735451326074,4G
Exhibition Road,25.5883643611996,85.08028811969311,-92.28967882417582,84.99608105142539,4G
Kumhrar,25.693584316758766,85.0212083195351,-100.99896124674468,85.46339858824177,4G
Patliputra Colony,25.709588283092856,85.24429672558249,-87.38640367574298,13.479299593799126,5G
Boring Road,25.52295547249113,85.17381228075679,-93.20227487730251,96.38320448937652,4G
Kidwaipuri,25.59525210041988,85.1790938173074,-90.1949325235561,16.16823345924896,5G
Anandpuri,25.56868973061073,84.96323504486736,-82.21433492378465,98.883586999883,4G
Ashok Rajpath,25.634091666558668,85.25922930357898,-93.37287426160692,73.57092271722823,4G
Bankipore,25.724712630075928,85.19943340477869,-89.62095072868395,28.04699194499968,5G
Danapur,25.641111198846176,84.96834129214483,-84.01403727282691,94.46114773971576,4G
Exhibition Road,25.687530922183228,85.24344173378935,-83.13467740716516,36.49750195917872,5G
Kumhrar,25.633915219348903,85.07817470989802,-89.35128148854338,91.88200971389882,4G
Pataliputra,25.55436340853296,84.97945281329716,-83.32534435592507,161.66510778333554,3G
Anandpuri,25.57661121293651,85.29417245649857,-93.49757582307107,123.75941822835858,LTE
Kumhrar,25.71976706964256,85.1462294649333,-92.89237761033414,93.1858976926255,4G
Boring Canal Road,25.56243819926049,85.1742377268286,-85.13097662562568,62.15059923815156,4G
Ashok Rajpath,25.48501813734649,85.13384475559614,-94.71969639966024,54.63608538907586,4G
Kankarbagh,25.530425522635195,85.3039191413873,-91.43945988991024,80.47352715371413,4G
Pataliputra,25.7513579611082,85.19297700396184,-93.84378241353654,44.39051978357372,5G
Rajendra Nagar,25.47941239922028,85.1671218084204,-91.64965287059664,169.84132492468905,3G
Pataliputra,25.5898077683969,85.07241383414654,-83.2874447509523,102.3331230120033,3G
Fraser Road,25.47907485610633,85.18000735570807,-94.13754471349576,159.48235010454135,LTE
Anandpuri,25.647488075249463,85.22321288138502,-96.13057749742536,21.054766549337344,5G
Bankipore,25.47967739116032,85.01878549730563,-97.04761792377188,14.307055967878322,5G
Ashok Rajpath,25.631986235490427,85.00092657503112,-104.80447304064036,24.32012634469549,5G
Rajendra Nagar,25.631229332749577,85.1021185293743,-86.67442703191239,135.9257346742265,LTE
Kumhrar,25.713336925405176,85.15122821771689,-96.39220332743608,41.29823118464664,5G
S.K. Puri,25.59834529585585,84.97466269931857,-87.7287342515718,167.84626238493013,LTE
Bailey Road,25.44906040846219,85.14809258754379,-85.51879167584539,149.2894753241212,LTE
Fraser Road,25.59658082471384,85.04879039378763,-95.74537144967664,98.19781974524778,4G
Kidwaipuri,25.521864119142364,85.0174664882042,-95.39466962156216,197.13939818362485,LTE
Boring Canal Road,25.7175068019536,85.18418130174423,-88.40071009707201,184.7991926886939,LTE
Exhibition Road,25.498967783670192,85.1290450497279,-87.07240453631943,143.77206584873937,3G
Gandhi Maidan,25.560378277538764,85.00348451195606,-86.18291925599956,103.67490308502758,LTE
Patliputra Colony,25.70888496663162,85.13055254955961,-92.8146942155518,157.22762333813185,LTE
Ashok Rajpath,25.716560248713325,85.06799199535537,-99.5911558870942,12.53150356365297,5G
Exhibition Road,25.57757517682053,85.09080084133619,-88.11052425912834,77.42952725385395,4G
Fraser Road,25.679144230153376,85.14077607914548,-98.7150753488195,27.43082591636893,5G
Danapur,25.60588197604645,85.10328623520883,-85.59105660632818,50.64169695586713,4G
Gandhi Maidan,25.71900276195406,85.07987776118492,-92.43322756366868,159.5357188700173,LTE
Fraser Road,25.468341226923798,85.02779374486383,-98.96855490813226,10.954535512800009,5G
Danapur,25.69828171869577,85.22983074354529,-86.11292212440809,172.9791738689254,LTE
Boring Road,25.53781557176916,85.27410320114669,-83.33783553116942,10.324715711010178,5G
Kankarbagh,25.65809716396251,85.29391103002776,-89.94502300003809,21.455683026435125,5G
Anisabad,25.587440009091186,85.16399095260584,-94.39339383947744,41.79727324567168,5G
Gandhi Maidan,25.534250939079808,85.2660091159229,-83.22991411648157,143.2911493632589,LTE
Kankarbagh,25.674726256634084,85.15720401635421,-86.77640889199573,125.22392190769524,LTE
Ashok Rajpath,25.62938993284272,84.98003842933925,-81.14226544664615,110.59905484499586,3G
Kankarbagh,25.4697031872672,85.11044774446049,-86.37488342816495,100.0843633189074,3G
Anandpuri,25.44963073683264,85.15246965523643,-96.307088985585,11.53167110883507,5G
Gandhi Maidan,25.58873697758809,85.02349193918901,-89.505695620789,51.24945280497828,4G
Kidwaipuri,25.58023071224746,85.13898331907178,-94.0073535303205,142.66105165359525,LTE
Anisabad,25.67106209972403,85.12418721340241,-87.36219892649184,78.2402557699317,4G
Gandhi Maidan,25.729464847199665,85.24544036864935,-95.44070614150732,148.1759447608958,LTE
Patliputra Colony,25.498696428906328,85.00566796840133,-100.416008415923,16.301093022140655,5G
Kankarbagh,25.59347720494809,85.31110249187373,-94.09237953705926,17.106236314113556,5G
Gandhi Maidan,25.551491090566277,85.23300003867362,-84.82385406485716,187.07685182029013,3G
Kumhrar,25.68376440093004,85.18703529448214,-91.26983561275762,134.3533927971673,LTE
Kankarbagh,25.64536600283143,84.99393279364305,-82.5237274586496,103.57853872500831,3G
Gardanibagh,25.465561634108155,85.16396797689367,-85.72808203630721,84.60645233605977,4G
Fraser Road,25.76800991130825,85.14400593824884,-100.67648016454244,49.85077766745071,5G
Gardanibagh,25.510159231467348,85.02639450914828,-84.95393394414101,84.3286440291587,4G
Fraser Road,25.73210472291722,85.2032491879349,-88.61947909007056,30.733231480393258,5G
Kumhrar,25.534219290089407,84.97903081209155,-85.12032284272715,150.03596534595167,LTE
Bailey Road,25.47600979615336,85.26953362836213,-82.87696526791827,177.60489588693804,3G
Phulwari Sharif,25.46152031495709,85.07989691872393,-83.72030658306296,171.06496393470155,3G
Rajendra Nagar,25.48015837328264,85.22236231382422,-91.8692251176892,133.11947117822515,LTE
Gardanibagh,25.598686487933097,85.21042247863711,-94.38160361203694,144.67145272585202,LTE
Kankarbagh,25.68220091828222,85.01796987294563,-83.425474578613,103.19965220926964,LTE
Gandhi Maidan,25.581135222937988,85.02368051627592,-100.2317259354286,44.77017545102726,5G
Fraser Road,25.76196532761509,85.07967457877425,-92.19045151610294,194.10270826575749,LTE
Anandpuri,25.50179440679236,85.07323331206385,-95.01670260675206,184.52410523264157,LTE
Kidwaipuri,25.64505468712032,85.01405376602189,-87.90879822621218,19.61196493801467,5G
Rajendra Nagar,25.68272812410299,84.99887767569996,-98.75982039851516,19.847778887384845,5G
Phulwari Sharif,25.55319477001145,85.15185319353176,-86.73076609024028,74.99689865635482,4G
Anisabad,25.606920165384317,85.07684553964694,-81.81349765723402,150.63716735451453,3G
Kankarbagh,25.520641084539083,85.12196698087693,-83.38685302887481,169.6897205916,3G
Gandhi Maidan,25.69576000020446,85.07449475321134,-83.39594668918471,83.51297927223722,4G
Bankipore,25.649040023284385,85.26874769971153,-99.00342566793364,13.03392763847961,5G
Fraser Road,25.61715068361252,85.22404168179332,-90.23545227054932,72.9118038619603,4G
Pataliputra,25.515070839815717,85.29666881287625,-76.26614761288816,130.08588152457278,3G
Fraser Road,25.74578406276373,85.22458652486871,-88.69046769809131,191.21127535146303,3G
Anisabad,25.684938161775158,85.19910842477586,-86.5437162622416,116.66532554497454,3G
S.K. Puri,25.61774765405068,85.05085093221295,-97.87341119528324,36.10384152431543,5G
